patch_mask8\origin\hist01\image1.mha patch_mask8\label01\image1.mha
patch_mask8\origin\hist25\image20.mha patch_mask8\label25\image20.mha
patch_mask8\origin\hist25\image21.mha patch_mask8\label25\image21.mha
patch_mask8\origin\hist25\image22.mha patch_mask8\label25\image22.mha
patch_mask8\origin\hist25\image23.mha patch_mask8\label25\image23.mha
patch_mask8\origin\hist25\image24.mha patch_mask8\label25\image24.mha
patch_mask8\origin\hist25\image25.mha patch_mask8\label25\image25.mha
patch_mask8\origin\hist25\image26.mha patch_mask8\label25\image26.mha
patch_mask8\origin\hist25\image27.mha patch_mask8\label25\image27.mha
patch_mask8\origin\hist25\image28.mha patch_mask8\label25\image28.mha
patch_mask8\origin\hist25\image29.mha patch_mask8\label25\image29.mha
patch_mask8\origin\hist25\image30.mha patch_mask8\label25\image30.mha
patch_mask8\origin\hist25\image31.mha patch_mask8\label25\image31.mha
patch_mask8\origin\hist25\image32.mha patch_mask8\label25\image32.mha
patch_mask8\origin\hist25\image33.mha patch_mask8\label25\image33.mha
patch_mask8\origin\hist25\image34.mha patch_mask8\label25\image34.mha
patch_mask8\origin\hist25\image35.mha patch_mask8\label25\image35.mha
patch_mask8\origin\hist25\image36.mha patch_mask8\label25\image36.mha
patch_mask8\origin\hist25\image37.mha patch_mask8\label25\image37.mha
patch_mask8\origin\hist25\image38.mha patch_mask8\label25\image38.mha
patch_mask8\origin\hist25\image39.mha patch_mask8\label25\image39.mha
patch_mask8\origin\hist25\image40.mha patch_mask8\label25\image40.mha
patch_mask8\origin\hist25\image41.mha patch_mask8\label25\image41.mha
patch_mask8\origin\hist25\image42.mha patch_mask8\label25\image42.mha
patch_mask8\origin\hist25\image43.mha patch_mask8\label25\image43.mha
patch_mask8\origin\hist25\image44.mha patch_mask8\label25\image44.mha
patch_mask8\origin\hist25\image45.mha patch_mask8\label25\image45.mha
patch_mask8\origin\hist25\image46.mha patch_mask8\label25\image46.mha
patch_mask8\origin\hist25\image47.mha patch_mask8\label25\image47.mha
patch_mask8\origin\hist25\image48.mha patch_mask8\label25\image48.mha
patch_mask8\origin\hist25\image49.mha patch_mask8\label25\image49.mha
patch_mask8\origin\hist25\image50.mha patch_mask8\label25\image50.mha
patch_mask8\origin\hist25\image51.mha patch_mask8\label25\image51.mha
patch_mask8\origin\hist25\image52.mha patch_mask8\label25\image52.mha
patch_mask8\origin\hist25\image53.mha patch_mask8\label25\image53.mha
patch_mask8\origin\hist25\image54.mha patch_mask8\label25\image54.mha
patch_mask8\origin\hist25\image55.mha patch_mask8\label25\image55.mha
patch_mask8\origin\hist25\image56.mha patch_mask8\label25\image56.mha
patch_mask8\origin\hist25\image57.mha patch_mask8\label25\image57.mha
patch_mask8\origin\hist25\image58.mha patch_mask8\label25\image58.mha
patch_mask8\origin\hist25\image59.mha patch_mask8\label25\image59.mha
patch_mask8\origin\hist25\image60.mha patch_mask8\label25\image60.mha
patch_mask8\origin\hist25\image61.mha patch_mask8\label25\image61.mha
patch_mask8\origin\hist25\image62.mha patch_mask8\label25\image62.mha
patch_mask8\origin\hist25\image63.mha patch_mask8\label25\image63.mha
patch_mask8\origin\hist25\image64.mha patch_mask8\label25\image64.mha
patch_mask8\origin\hist25\image65.mha patch_mask8\label25\image65.mha
patch_mask8\origin\hist25\image66.mha patch_mask8\label25\image66.mha
patch_mask8\origin\hist25\image67.mha patch_mask8\label25\image67.mha
patch_mask8\origin\hist25\image68.mha patch_mask8\label25\image68.mha
patch_mask8\origin\hist25\image69.mha patch_mask8\label25\image69.mha
patch_mask8\origin\hist25\image70.mha patch_mask8\label25\image70.mha
patch_mask8\origin\hist25\image71.mha patch_mask8\label25\image71.mha
patch_mask8\origin\hist25\image72.mha patch_mask8\label25\image72.mha
patch_mask8\origin\hist25\image73.mha patch_mask8\label25\image73.mha
patch_mask8\origin\hist25\image74.mha patch_mask8\label25\image74.mha
patch_mask8\origin\hist25\image75.mha patch_mask8\label25\image75.mha
patch_mask8\origin\hist25\image76.mha patch_mask8\label25\image76.mha
patch_mask8\origin\hist25\image77.mha patch_mask8\label25\image77.mha
patch_mask8\origin\hist25\image78.mha patch_mask8\label25\image78.mha
patch_mask8\origin\hist25\image79.mha patch_mask8\label25\image79.mha
patch_mask8\origin\hist25\image80.mha patch_mask8\label25\image80.mha
patch_mask8\origin\hist25\image81.mha patch_mask8\label25\image81.mha
